"PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","spam"
-0.196148389366272,-0.61300329332392,-1.6682471759783,1.06719348820908,-0.0525768714700819,-0.563747232555205,0.0211908104052471,-0.0410985678740018,-0.0334724221590123,-0.110508833697492,-0.0252555700093897,-0.258291381787699,0.368683047800893,-0.457515348880741,-0.135641559039983,-0.156849357203404,0.338358125750562,1
0.0955665510324079,-0.381827945232535,-1.78778733233487,1.29499461205872,-0.881203017154718,-0.201113903468643,-0.0583286628594567,-0.067237138068735,0.20596386598612,0.00842460298177091,-0.368101915952119,-0.217446516637183,0.112003528199528,0.480483656989169,0.659824893128082,-0.819825044143231,-0.79433056262239,1
0.335193936084971,-0.662214847834131,-1.4323624058453,1.47151953540316,0.00565889420260675,-0.114160935295687,-0.272423802646888,-0.444512541092924,0.122202965898593,0.153613968292548,0.269562064625665,0.502534950929361,0.916961749015085,-0.292418638557914,0.703886766828989,-1.32630969166166,-0.754063742347434,1
-0.19478212696704,-0.598483202063171,-1.60315509524776,0.997660360573965,-0.0388630506426566,-0.539736919218189,0.0240307967711521,-0.03189471852832,-0.0429766651676798,-0.0910227639387188,0.020595362356987,-0.239611696399712,0.327773984352211,-0.414198505404481,-0.158875933195418,-0.133055042312096,0.325323125745344,1
-0.145654968907442,-0.392775265729476,-0.642794287986451,1.15022591843932,-0.187538469351028,1.2285565411041,-1.09999199334714,-0.454472577981426,0.532421782924072,0.0279789137858777,-0.246677518750739,-0.348950741776382,0.429635361848799,0.922740583569148,0.878889074396384,-0.68320880321581,-1.38598487683198,1
-0.112157429057824,3.3377547626078,12.332529880867,-11.5200798244875,0.0967030716806105,6.17165419939435,2.15405351495652,-1.7201372004259,1.22893891028866,2.49279915809555,0.993616953201458,2.79111770993166,-1.66148894620912,3.27807738098657,-3.28078338043689,6.24974873061062,-0.449455012740298,1
-0.196148389366272,-0.61300329332392,-1.6682471759783,1.06719348820908,-0.0525768714700819,-0.563747232555205,0.0211908104052471,-0.0410985678740018,-0.0334724221590123,-0.110508833697492,-0.0252555700093897,-0.258291381787699,0.368683047800893,-0.457515348880741,-0.135641559039983,-0.156849357203404,0.338358125750562,1
-0.137995963821463,-0.342584685426964,-0.513207957013812,-0.158824666445557,0.441833049848027,-0.341092726774804,-0.469313681397806,0.605045359552316,-0.121817320294233,1.14197055361386,-0.625562995826731,0.303522628670271,-2.306539351009,-0.375880202355126,-1.40530514680047,-2.32826602953582,0.865593628423989,1
-0.192639867559053,-0.623256523174706,-1.56634139150122,1.53520633551754,-0.136600622268041,-0.463094879578133,-0.00785305345229662,-0.0204047384300256,0.113953693336057,0.0799315401874956,-0.263422173635681,-0.383072256943529,0.214699473943118,-0.0668718883581444,0.289804809468377,-0.337964671969638,0.0134015813101371,1
-0.217394380656048,0.86155367158317,2.34048532692844,-3.30693780936611,1.21863516815342,-0.318398420657714,-0.0457176110569912,-0.362970646665998,0.258559677879636,-1.0269979898093,-0.30977278302741,1.03043718458727,-0.0299556309950746,-0.0401315944747439,-0.916446668684161,-0.43252884170383,0.0261490310643186,1
