"PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","spam"
-0.347515728441665,-0.650280291866739,0.451824954226934,-0.0957922000439828,-0.566231728179549,0.252209466014944,-0.560553584206281,-0.0377224850013869,-0.286554260680425,-0.209239858855364,-0.00546791210310968,0.0852117683859067,0.326490053774333,-0.208307775269252,0.514740502298472,0.335151690732695,-0.159971684742197,1
0.169638545886812,-0.268297005111339,0.0486874994323344,-0.920362003864531,-0.121802462469648,-0.0453799318594561,0.281647885961511,-0.399749493789766,0.0152923481942547,0.501765821062813,-1.14936769105768,-0.830250527258227,-3.47571718505544,-0.795439324835783,0.694429456200743,-0.576369257712802,0.557098410540293,1
-0.117113874466781,-0.160643071365081,1.05749592070988,-0.5430302444554,-0.493000249886336,-0.0290392633574544,-0.461516030662531,-0.29234685681402,-0.028160707429505,-0.418533644627683,-0.776337692534506,-0.418938603775441,-1.12867361981875,-0.435782724257167,0.750594387781573,-0.963850352043816,-0.0815823209118588,1
-0.330975217301182,-0.435966121351694,-0.119954576924599,0.181261814048385,-0.508742797615575,-0.166899738941156,-0.233637746543103,-0.221102571964208,-0.105654572445887,0.402129006420535,0.408292002247586,-0.0684036085245386,0.358567663279588,-0.262770111599194,-0.488657997089436,0.450211038083455,-0.00897707939244568,1
-0.0853199085153651,-0.83532232500596,1.05645471158453,-0.758866009248167,-0.286467220489382,-0.0464410727174994,-0.341485038131618,-0.411621364169501,0.0854894189600038,-0.291099234712322,-0.688440454758118,-0.0918891706862541,-1.45688198831484,-0.212020789282807,0.596035623792121,-11.1251585106817,1.59998970893475,1
-0.359382017225125,13.9923374890883,-30.9521657566121,33.7482028239114,-30.5324760049838,-11.0235545135696,-20.88206279797,-11.1987768480352,-1.62104070029474,-7.26306155057591,1.8504336503064,0.674355596502952,-0.875328301467153,-0.590732073894045,8.90687173988781,-0.647485702566352,0.456152746518673,1
-0.277038746487607,-0.75718237174204,0.872566776701985,-0.554641398579017,-0.288443669231422,0.322972288759694,-0.366262292260658,-0.130994641852074,-0.237742357006782,-0.252119634289669,0.441735555330782,0.076467065330734,0.302817306044968,-0.130053278167206,0.248557813081215,-0.0627220213832874,-0.29768295630655,1
-0.122694801621549,-0.146846897627129,-0.608104910053677,1.29321059603702,-0.55745145326303,0.677527492782033,0.860490173047153,2.9349728645253,7.24585972064256,-2.21266425349776,0.305832652173799,-0.182978351088361,0.452709781910851,-1.60406005223725,1.66937000563483,-2.69190220222527,-0.930243719247301,1
-0.448879819407704,0.19463595685566,-2.10336948220008,2.83916157884849,-0.652150712142133,1.41506949536492,1.23323220787607,0.342826864298781,-0.480821163877147,0.177808035378068,0.895177459011267,0.981874306986717,1.90962358639012,-0.307253695673047,-4.05226177723532,3.32078653187376,5.96502113794498,1
-0.0912899892692871,2.15253911397683,-2.12166106947122,2.25756339219428,0.555475877615035,0.712674927087776,0.386490315022618,0.495842889605099,3.21850343683276,0.902898165917788,-1.22758822815414,0.281391382983101,-1.42951806123782,-0.246799319964829,-2.77611263015996,-0.910502779906406,0.188677030312924,1
-0.247192996396544,-0.00193206237706303,-0.59516045250196,0.296512981772107,0.816951928871773,0.56343275877912,-0.0270995544620467,0.918702529937633,1.32969220172712,0.178527001236467,0.504082207224614,0.383948624660175,0.461581516183369,-0.112245655634191,0.221827693607459,0.136416207114222,0.281430085569044,1
